episode,podcast,rec_1_episode,rec_1_isCorrect,rec_1_podcast,rec_2_episode,rec_2_isCorrect,rec_2_podcast,rec_3_episode,rec_3_isCorrect,rec_3_podcast,rec_4_episode,rec_4_isCorrect,rec_4_podcast,rec_5_episode,rec_5_isCorrect,rec_5_podcast
#826: The Vodka Proof,planet-money,6- Christmas,,this-american-life,523- Death and Taxes,,this-american-life,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,435- How To Create a Job,,this-american-life
#827: Three Indicators,planet-money,341- How to Talk to Kids,,this-american-life,"Weekly Roundup: Thursday, January 25",,npr-politics-podcast,"Weekly Roundup: Thursday, September 15",,npr-politics-podcast,260- The Facts Don’t Matter,,this-american-life,#872: The Halloween Tapes,,planet-money
#828: You Asked For More,planet-money,200- Hearts and Minds,,this-american-life,141- Invisible Worlds,,this-american-life,499- Taking Names,,this-american-life,"'Man Up': How A Fear Of Appearing Feminine Restricts Men, And Affects Us All",,hidden-brain,120- Be Careful Who You Pretend to Be,,this-american-life
#829: Rigging The Economy,planet-money,"#884: The Rest Of The Story, Winter 2018",,planet-money,380- No Map,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,574- Sinatra’s 100th Birthday,,this-american-life,A Snapshot Of Poverty In America,,the-indicator-from-planet-money
#830: XXX-XX-XXXX,planet-money,Getting A Foot In the Door,,codeswitch,"Weekly Roundup: Thursday, July 7 ",,npr-politics-podcast,425- Slow To React,,this-american-life,"Radio Replay: Life, Interrupted",,hidden-brain,We're Going To Start A Dialogue...Again.,,codeswitch
#832: Mulvaney Vs The CFPB,planet-money,#871: Blacklisted In China,,planet-money,349- Valentine’s Day 2008,,this-american-life,Do Orchestras Really Need Conductors? ,,hidden-brain,#886: The Price of a Hack,,planet-money,"Matchmakers Are Happier Than Non-Matchmakers, Research Shows",,hidden-brain
#834: NDA Tell-All,planet-money,Police Videos: North Miami,,embedded,Attempt To Get More People On Board With Organ Donation Backfires,,hidden-brain,Three Indicators To Keep A (Side)eye On ,,the-indicator-from-planet-money,When Oracles Err,,the-indicator-from-planet-money,#418: A Fake Bank For Money Laundering Run By The Government,,planet-money
#835: Tariffied,planet-money,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,The Cheater's High And Other Reasons We Cheat,,hidden-brain,Who Gets Power — And Why It Can Corrupt Even The Best Of Us,,hidden-brain,319- And the Call Was Coming from the Basement,,this-american-life,EPISODE 24,,Mable
#836: The Rational Madness Of The Used Car Salesman ,planet-money,308- Star-Crossed Love,,this-american-life,Zipcode Destiny: The Persistent Power Of Place And Education,,hidden-brain,Code Switch's Summer Vacation,,codeswitch,"When It Comes To Our Politics, Family Matters",,hidden-brain,Episode 7,,Serial
"#837: The Belt, The Road And The Money",planet-money,Chapter 2 Transcript,,S-Town,Stroke of Genius: How Derek Amato Became a Musical Savant  ,,hidden-brain,"Originals: How To Spot One, How To Be One ",,hidden-brain,"Weekly Roundup: Thursday, June 28",,npr-politics-podcast,257- What I Should’ve Said,,this-american-life
#838: A Series of Mysterious Packages,planet-money,#648: The Benefits of Bankruptcy ,,planet-money,Putin Vs. Russia's Economy,,the-indicator-from-planet-money,405- Inside Job,,this-american-life,#854: The New Socialists,,planet-money,"What We Say About Our Religion, And What We Do",,hidden-brain
#839: The Indicator Goes To California,planet-money,Episode 3,,Mogul The Life and Death of Chris Lighty,418- Toxie,,this-american-life,620- To Be Real,,this-american-life,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,6- Christmas,,this-american-life
#840: Fixing Chicken ,planet-money,598- My Undesirable Talent ,,this-american-life,260- The Facts Don’t Matter,,this-american-life,239- Lost in America,,this-american-life,"Weekly Roundup: Thursday, September 1 ",,npr-politics-podcast,"Monday, October 31",,npr-politics-podcast
#841: The Land Of Duty Free,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#842: Showdown at the WTO,planet-money,479- Little War on the Prairie,,this-american-life,554- Not It!,,this-american-life,A Brief History of Tariffs ,,the-indicator-from-planet-money,6 Decades Of Research Examines Prisoners Of War,,hidden-brain,Three Indicators To Keep A (Side)eye On ,,the-indicator-from-planet-money
#843: Swamp Gravy,planet-money,Why Is Your Boss Bad At His Job? It May Be The 'Peter Principle' At Work ,,hidden-brain,Infinity Mirror Part Five,,Mable,The Original Bailout,,the-indicator-from-planet-money,Homegrown Genome,,wow-in-the-world,380- No Map,,this-american-life
#844: Nice Game,planet-money,How Birth Order Relates To Job Success,,hidden-brain,Radio Replay: Loving the Lie,,hidden-brain,172- 24 Hours at the Golden Apple,,this-american-life,420- Neighborhood Watch,,this-american-life,#871: Blacklisted In China,,planet-money
#845: REDMAP,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#846: Ungerrymandering Florida,planet-money,#818: The Problem Of The Root,,planet-money,The Recession Predictor,,the-indicator-from-planet-money,Researchers Examine Why Tylenol Affects Empathy,,hidden-brain,The Economics Of Happiness And A Country's Income Inequality,,hidden-brain,502- This Call May Be Recorded... To Save Your Life,,this-american-life
#848: The World's Biggest Battery,planet-money,"Trump, Obama Meet at the White House",,npr-politics-podcast,511- The Seven Things You’re Not Supposed to Talk About,,this-american-life,276- Swing Set,,this-american-life,3D Printing the Future!,,wow-in-the-world,"Weekly Roundup: Thursday, October 25",,npr-politics-podcast
#849: It Takes Two To Make A Trade War Fight,planet-money,Why Do We Still Care About Tupac?,,codeswitch,46- Sissies,,this-american-life,Pokemon Go Make Some Friends & The Noisy Sounds of Silence,,wow-in-the-world,Some People Are Great At Recognizing Faces. Others...Not So Much,,hidden-brain,Romeo & Juliet In Kigali: How A Soap Opera Sought To Change Behavior In Rwanda ,,hidden-brain
#850: The Fake Review Hunter,planet-money,Aging Up,,the-indicator-from-planet-money,47- Christmas and Commerce,,this-american-life,542- Wait—Do You Have The Map?,,this-american-life,367- Ground Game,,this-american-life,Ask Code Switch: School Daze ,,codeswitch
#852: Two Summer Indicators,planet-money,307- In the Shadow of the City,,this-american-life,328- What I Learned from Television,,this-american-life,24- Teenaged Girls,,this-american-life,294- Image Makers,,this-american-life,193- Stories of Loss,,this-american-life
#853: Peak Sand,planet-money,302- Strangers in a Strange Land,,this-american-life,425- Slow To React,,this-american-life,The Extremely Cautious Case For Extremely Mild Optimism,,the-indicator-from-planet-money,Getting A Foot In the Door,,codeswitch,Infinity Mirror Part One,,Mable
#854: The New Socialists,planet-money,91- Escape the Box,,this-american-life,"Weekly Roundup: Thursday, May 31",,npr-politics-podcast,"Weekly Roundup: Thursday, October 12",,npr-politics-podcast,334- Duty Calls,,this-american-life,"Weekly Roundup: Thursday, July 27 ",,npr-politics-podcast
#855: The Poop Cartel,planet-money,479- Little War on the Prairie,,this-american-life,554- Not It!,,this-american-life,A Brief History of Tariffs ,,the-indicator-from-planet-money,6 Decades Of Research Examines Prisoners Of War,,hidden-brain,Three Indicators To Keep A (Side)eye On ,,the-indicator-from-planet-money
#856: Yes In My Backyard,planet-money,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,523- Death and Taxes,,this-american-life,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast,EPISODE 29,,Mable,435- How To Create a Job,,this-american-life
#857: The Postal Illuminati,planet-money,140- Family Business,,this-american-life,"Weekly Roundup: Thursday, December 21",,npr-politics-podcast,"Weekly Roundup: Thursday, September 15",,npr-politics-podcast,#872: The Halloween Tapes,,planet-money,"Weekly Roundup: Thursday, May 24",,npr-politics-podcast
#858:  Venezuela's Fugitive Money Traders,planet-money,353- The Audacity of Government,,this-american-life,"Weekly Roundup: Thursday, November 1",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast,602- The Sun Comes Up,,this-american-life,"Weekly Roundup: Thursday, October 5",,npr-politics-podcast
#859: You Asked For Even More,planet-money,195- War Stories,,this-american-life,"Weekly Roundup: Thursday, September 6",,npr-politics-podcast,"Weekly Roundup: Thursday, September 7",,npr-politics-podcast,"Monday, October 31",,npr-politics-podcast,"Weekly Roundup: Thursday, September 1 ",,npr-politics-podcast
#860: The World's Longest Yard Sale,planet-money,6- Christmas,,this-american-life,Episode 3,,Mogul The Life and Death of Chris Lighty,418- Toxie,,this-american-life,620- To Be Real,,this-american-life,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world
#861: Food Scare Squad,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#862: Big Government Cheese,planet-money,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,386- Fine Print,,this-american-life,210- Perfect Evidence,,this-american-life,435- How To Create a Job,,this-american-life,6- Christmas,,this-american-life
#863: The 13th Hole,planet-money,307- In the Shadow of the City,,this-american-life,328- What I Learned from Television,,this-american-life,24- Teenaged Girls,,this-american-life,294- Image Makers,,this-american-life,193- Stories of Loss,,this-american-life
#864: The Central (Bankers') Question,planet-money,Tennis Trend? Many Top Players Are Older Than 30,,hidden-brain,"Oil Up, Oil Down",,the-indicator-from-planet-money,Amara La Negra: Too Black To Be Latina? Too Latina To Be Black?,,codeswitch,Do E-Signatures Change How People Think Of Documents?,,hidden-brain,Dow De Ching ,,the-indicator-from-planet-money
#865: Tweak This,planet-money,The House On The Corner,,codeswitch,88- Numbers,,this-american-life,250- The Annoying Gap Between Theory...and Practice,,this-american-life,132- Father’s Day ‘99,,this-american-life,"Weekly Roundup: Thursday, January 17",,npr-politics-podcast
#866: Modern Monetary Theory,planet-money,598- My Undesirable Talent ,,this-american-life,260- The Facts Don’t Matter,,this-american-life,239- Lost in America,,this-american-life,"Weekly Roundup: Thursday, September 1 ",,npr-politics-podcast,"Monday, October 31",,npr-politics-podcast
#867: Special Report: Asylum Crackdown,planet-money,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,302- Strangers in a Strange Land,,this-american-life,Why Now? ,,hidden-brain
#868: Moneyland,planet-money,How Birth Order Relates To Job Success,,hidden-brain,Radio Replay: Loving the Lie,,hidden-brain,172- 24 Hours at the Golden Apple,,this-american-life,367- Ground Game,,this-american-life,420- Neighborhood Watch,,this-american-life
#869: The Student Loan Whistleblower,planet-money,"Trump Vs. The Fed, Or Trump Vs... Trump? ",,the-indicator-from-planet-money,How President Trump's Rhetoric Is Changing The Way Americans Talk,,hidden-brain,539- The Leap,,this-american-life,173- Three Kinds of Deception,,this-american-life,167- Memo to the People of the Future,,this-american-life
#870: Trump vs. Red Tape,planet-money,302- Strangers in a Strange Land,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,Why Now? ,,hidden-brain
#871: Blacklisted In China,planet-money,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,35- Fall Clearance Sale,,this-american-life,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,Why Now? ,,hidden-brain
#872: The Halloween Tapes,planet-money,"Trump Vs. The Fed, Or Trump Vs... Trump? ",,the-indicator-from-planet-money,How President Trump's Rhetoric Is Changing The Way Americans Talk,,hidden-brain,539- The Leap,,this-american-life,173- Three Kinds of Deception,,this-american-life,167- Memo to the People of the Future,,this-american-life
#873: The Seattle Experiment,planet-money,46- Sissies,,this-american-life,282- DIY,,this-american-life,"One Head, Two Brains: How The Brain's Hemispheres Shape The World We See",,hidden-brain,"556- Same Bed, Different Dreams",,this-american-life,Why Do We Still Care About Tupac?,,codeswitch
#874: Hot Dog Hail Mary,planet-money,644- Random Acts of History,,this-american-life,530- Mind Your Own Business,,this-american-life,191- I Know What You Did This Summer,,this-american-life,23- Drama Bug,,this-american-life,Such Cryptocurrency. So Amaze.,,the-indicator-from-planet-money
#875: Why Did The Cow Cross The Border?,planet-money,302- Strangers in a Strange Land,,this-american-life,133- Sales,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,272- Big Tent,,this-american-life,Episode 1,,Serial
#876: Patent Deception ,planet-money,30- Obsession,,this-american-life,"67- Your Dream, My Nightmare",,this-american-life,627- Suitable for Children,,this-american-life,36- Letters,,this-american-life,323- The Super,,this-american-life
#877: The Laws of The Office,planet-money,"Weekly Roundup: Thursday, January 25",,npr-politics-podcast,260- The Facts Don’t Matter,,this-american-life,598- My Undesirable Talent ,,this-american-life,341- How to Talk to Kids,,this-american-life,239- Lost in America,,this-american-life
#878: Mugshots For Sale,planet-money,Politics Podcast Pop Up,,codeswitch,55- Three Women and the Sex Industry,,this-american-life,266- I'm From the Private Sector and I'm Here to Help,,this-american-life,You 2.0: Originals,,hidden-brain,205- Plan B,,this-american-life
#879: The Secret Target,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#880: Is Amazon Good For New York?,planet-money,479- Little War on the Prairie,,this-american-life,554- Not It!,,this-american-life,A Brief History of Tariffs ,,the-indicator-from-planet-money,6 Decades Of Research Examines Prisoners Of War,,hidden-brain,Three Indicators To Keep A (Side)eye On ,,the-indicator-from-planet-money
